model,sample_index,image_name,target_mode,map_variant,map_rank_spearman,map_top_half_iou,gradcam_zero
cait_s24_224,44,ILSVRC2012_val_00002159.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,45,ILSVRC2012_val_00002176.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,46,ILSVRC2012_val_00002183.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,47,ILSVRC2012_val_00002184.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,40,ILSVRC2012_val_00001753.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,41,ILSVRC2012_val_00001925.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,42,ILSVRC2012_val_00002002.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,43,ILSVRC2012_val_00002073.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,44,ILSVRC2012_val_00002159.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,45,ILSVRC2012_val_00002176.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,46,ILSVRC2012_val_00002183.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,47,ILSVRC2012_val_00002184.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,40,ILSVRC2012_val_00001753.JPEG,predicted,gradcam_relu,0.12304823845624924,0.4000000059604645,False
cait_s24_224,41,ILSVRC2012_val_00001925.JPEG,predicted,gradcam_relu,0.245895653963089,0.37062937021255493,False
cait_s24_224,42,ILSVRC2012_val_00002002.JPEG,predicted,gradcam_relu,-0.47301357984542847,0.19512194395065308,False
cait_s24_224,43,ILSVRC2012_val_00002073.JPEG,predicted,gradcam_relu,-0.008894803933799267,0.3611111044883728,False
cait_s24_224,44,ILSVRC2012_val_00002159.JPEG,predicted,gradcam_relu,-0.057018544524908066,0.34246575832366943,False
cait_s24_224,45,ILSVRC2012_val_00002176.JPEG,predicted,gradcam_relu,-0.24242284893989563,0.3154362440109253,False
cait_s24_224,46,ILSVRC2012_val_00002183.JPEG,predicted,gradcam_relu,0.12145446985960007,0.34246575832366943,False
cait_s24_224,47,ILSVRC2012_val_00002184.JPEG,predicted,gradcam_relu,-0.2451322376728058,0.27272728085517883,False
cait_s24_224,40,ILSVRC2012_val_00001753.JPEG,predicted,gradcam_signed,0.13782402873039246,0.4000000059604645,False
cait_s24_224,41,ILSVRC2012_val_00001925.JPEG,predicted,gradcam_signed,0.18559077382087708,0.37062937021255493,False
